2017-05-04 02:10:22 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:10:26 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-115,-101,3.841406
2017-05-04 02:10:40 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-118,-105,4.099219
2017-05-04 02:10:45 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:10:51 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:10:55 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-125,-103,3.841406
2017-05-04 02:11:09 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:11:14 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:11:20 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-105,4.099219
2017-05-04 02:11:24 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-103,3.841406
2017-05-04 02:11:38 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-105,4.099219
2017-05-04 02:11:43 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:11:49 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:11:53 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-125,-104,3.841406
2017-05-04 02:12:07 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-120,-106,4.099219
2017-05-04 02:12:12 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:12:18 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:12:22 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-120,-105,3.841406
2017-05-04 02:12:36 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:12:40 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:12:47 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:12:51 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-121,-105,3.841406
2017-05-04 02:13:05 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:13:09 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:13:16 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-120,-104,4.099219
2017-05-04 02:13:20 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-108,-101,3.841406
2017-05-04 02:13:34 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-106,4.099219
2017-05-04 02:13:38 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-120,-104,4.073437
2017-05-04 02:13:45 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:13:49 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-121,-101,3.841406
2017-05-04 02:14:07 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:14:14 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:14:18 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-115,-102,3.841406
2017-05-04 02:14:32 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-117,-105,4.099219
2017-05-04 02:14:36 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-117,-104,4.073437
2017-05-04 02:14:43 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
2017-05-04 02:14:47 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-119,-103,3.841406
2017-05-04 02:15:01 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-119,-105,4.099219
2017-05-04 02:15:05 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-121,-105,4.073437
2017-05-04 02:15:12 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:15:16 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-117,-103,3.841406
2017-05-04 02:15:30 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-105,4.099219
2017-05-04 02:15:34 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:15:41 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-119,-104,4.099219
2017-05-04 02:15:45 +0200 CEST,008000000000bd80,0000000000000001,0000000000000004,-121,-104,3.841406
2017-05-04 02:15:59 +0200 CEST,008000000000bd80,0000000000000001,0000000000000008,-121,-105,4.099219
2017-05-04 02:16:03 +0200 CEST,008000000000bd80,0000000000000001,0000000000000002,-119,-104,4.073437
2017-05-04 02:16:10 +0200 CEST,008000000000bd80,0000000000000001,0000000000000001,-121,-104,4.099219
